Date: 2024-04-30, Time: 21:45:22, Temperature: 30, Humidity: 38
Date: 2024-05-05, Time: 18:37:12, Temperature: 33, Humidity: 55
Date: 2024-05-05, Time: 18:37:22, Temperature: 33, Humidity: 55
Date: 2024-05-05, Time: 18:37:33, Temperature: 33, Humidity: 54
Date: 2024-05-05, Time: 18:37:44, Temperature: 33, Humidity: 54
Date: 2024-05-05, Time: 18:37:54, Temperature: 33, Humidity: 54
Date: 2024-05-05, Time: 18:38:05, Temperature: 33, Humidity: 54
Date: 2024-05-05, Time: 18:38:16, Temperature: 33, Humidity: 54
Date: 2024-05-05, Time: 18:38:26, Temperature: 33, Humidity: 54
Date: 2024-05-05, Time: 18:38:37, Temperature: 33, Humidity: 54
Date: 2024-05-05, Time: 18:38:48, Temperature: 33, Humidity: 54
Date: 2024-05-05, Time: 18:38:58, Temperature: 33, Humidity: 53
Date: 2024-05-05, Time: 18:39:09, Temperature: 33, Humidity: 53
Date: 2024-05-05, Time: 18:39:20, Temperature: 33, Humidity: 53
Date: 2024-05-05, Time: 18:39:31, Temperature: 33, Humidity: 53
Date: 2024-05-05, Time: 18:39:41, Temperature: 33, Humidity: 53
Date: 2024-05-05, Time: 18:39:52, Temperature: 33, Humidity: 53
Date: 2024-05-05, Time: 18:40:03, Temperature: 33, Humidity: 52
Date: 2024-05-05, Time: 18:40:13, Temperature: 33, Humidity: 52
Date: 2024-05-05, Time: 18:40:24, Temperature: 33, Humidity: 52
Date: 2024-05-05, Time: 18:40:34, Temperature: 33, Humidity: 52
Date: 2024-05-05, Time: 18:40:45, Temperature: 33, Humidity: 51
Date: 2024-05-05, Time: 18:40:56, Temperature: 33, Humidity: 51
Date: 2024-05-05, Time: 18:41:06, Temperature: 33, Humidity: 51
Date: 2024-05-05, Time: 18:41:17, Temperature: 33, Humidity: 51
Date: 2024-05-05, Time: 18:41:28, Temperature: 33, Humidity: 50
Date: 2024-05-05, Time: 18:41:38, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 18:41:49, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 18:42:00, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:42:10, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:42:21, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:42:32, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:42:42, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 18:42:53, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 18:43:04, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 18:43:14, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 18:43:25, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 18:43:35, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 18:43:46, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 18:43:57, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 18:44:07, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 18:44:18, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 18:44:29, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 18:44:39, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:44:50, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:45:01, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:45:12, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:45:22, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:45:33, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:45:44, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:45:54, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:46:05, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:46:16, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:46:26, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:46:37, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:46:48, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:46:59, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:47:09, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:47:20, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:47:30, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:47:41, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:47:52, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:48:02, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:48:13, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 18:48:24, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 18:48:34, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 18:48:45, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 18:48:55, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 18:49:06, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 18:49:17, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 18:49:27, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:49:39, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:49:49, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:50:00, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:50:10, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:50:21, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 18:50:32, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 18:50:43, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 18:50:53, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 18:51:04, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:51:14, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:51:25, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:51:36, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 18:51:46, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 18:51:57, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 18:52:08, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 18:52:19, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 18:52:29, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:52:40, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:52:51, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:53:02, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:53:13, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:53:23, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:53:34, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:53:44, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:53:55, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 18:54:06, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 18:54:16, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 18:54:27, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 18:54:38, Temperature: 31, Humidity: 50
Date: 2024-05-05, Time: 18:54:48, Temperature: 31, Humidity: 50
Date: 2024-05-05, Time: 18:54:59, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 18:55:10, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 18:55:21, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 18:55:31, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:55:42, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:55:53, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:56:04, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:56:14, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:56:25, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 18:56:36, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 18:56:47, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 18:56:57, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 18:57:08, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 18:57:19, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 18:57:29, Temperature: 31, Humidity: 50
Date: 2024-05-05, Time: 18:57:40, Temperature: 31, Humidity: 51
Date: 2024-05-05, Time: 18:57:51, Temperature: 31, Humidity: 51
Date: 2024-05-05, Time: 18:58:01, Temperature: 31, Humidity: 52
Date: 2024-05-05, Time: 18:58:12, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 18:58:23, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 18:58:34, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 18:58:44, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 18:58:55, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 18:59:06, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 18:59:16, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 18:59:27, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 18:59:37, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 18:59:48, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 18:59:59, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:00:09, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:00:20, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:00:31, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:00:41, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:00:52, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:01:03, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:01:14, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:01:24, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:01:35, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:01:46, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:01:57, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:02:07, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:02:18, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:02:29, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:02:39, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:02:50, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:03:01, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:03:11, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:03:22, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:03:33, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:03:43, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:03:54, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:04:05, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:04:16, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:04:26, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:04:37, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:04:48, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:04:58, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:05:09, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:05:19, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:05:30, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:05:41, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:05:51, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:06:02, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:06:13, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:06:24, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:06:35, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:06:45, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:06:56, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:07:06, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:07:17, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:07:28, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:07:38, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:07:49, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:08:00, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:08:10, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:08:21, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 19:08:32, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 19:08:42, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 19:08:53, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:09:04, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:09:15, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:09:25, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:09:36, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:09:47, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:09:57, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:10:08, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:10:18, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:10:29, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:10:40, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:10:50, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:11:01, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:11:12, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:11:22, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:11:33, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 19:11:44, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 19:11:54, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:12:05, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:12:15, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:12:26, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:12:37, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 19:12:47, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 19:12:58, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 19:13:09, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 19:13:19, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 19:13:30, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 19:13:41, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 19:13:51, Temperature: 32, Humidity: 46
Date: 2024-05-05, Time: 19:14:02, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 19:15:23, Temperature: 32, Humidity: 45
Date: 2024-05-05, Time: 19:15:34, Temperature: 32, Humidity: 44
Date: 2024-05-05, Time: 19:15:44, Temperature: 32, Humidity: 44
Date: 2024-05-05, Time: 19:15:55, Temperature: 32, Humidity: 44
Date: 2024-05-05, Time: 19:16:06, Temperature: 32, Humidity: 43
Date: 2024-05-05, Time: 19:16:16, Temperature: 32, Humidity: 43
Date: 2024-05-05, Time: 19:16:27, Temperature: 32, Humidity: 42
Date: 2024-05-05, Time: 19:16:37, Temperature: 32, Humidity: 42
Date: 2024-05-05, Time: 19:16:48, Temperature: 32, Humidity: 42
Date: 2024-05-05, Time: 19:16:59, Temperature: 32, Humidity: 42
Date: 2024-05-05, Time: 19:17:09, Temperature: 32, Humidity: 42
Date: 2024-05-05, Time: 19:17:20, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 19:17:32, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 19:17:43, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:17:54, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:18:04, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:18:15, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:18:26, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:18:37, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:18:48, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:18:58, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:19:09, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:19:20, Temperature: 31, Humidity: 41
Date: 2024-05-05, Time: 19:19:30, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:19:41, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:19:51, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:20:02, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:20:13, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:20:23, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:20:34, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:20:45, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:20:55, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:21:06, Temperature: 31, Humidity: 40
Date: 2024-05-05, Time: 19:40:08, Temperature: 32, Humidity: 62
Date: 2024-05-05, Time: 19:40:19, Temperature: 32, Humidity: 62
Date: 2024-05-05, Time: 19:40:30, Temperature: 33, Humidity: 62
Date: 2024-05-05, Time: 19:40:40, Temperature: 33, Humidity: 61
Date: 2024-05-05, Time: 19:40:51, Temperature: 33, Humidity: 61
Date: 2024-05-05, Time: 19:41:02, Temperature: 33, Humidity: 61
Date: 2024-05-05, Time: 19:41:12, Temperature: 33, Humidity: 60
Date: 2024-05-05, Time: 19:41:23, Temperature: 33, Humidity: 60
Date: 2024-05-05, Time: 19:41:34, Temperature: 33, Humidity: 59
Date: 2024-05-05, Time: 19:41:45, Temperature: 33, Humidity: 59
Date: 2024-05-05, Time: 19:41:56, Temperature: 33, Humidity: 58
Date: 2024-05-05, Time: 19:42:19, Temperature: 33, Humidity: 58
Date: 2024-05-05, Time: 19:42:30, Temperature: 32, Humidity: 57
Date: 2024-05-05, Time: 19:42:40, Temperature: 32, Humidity: 57
Date: 2024-05-05, Time: 19:42:51, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:43:02, Temperature: 32, Humidity: 56
Date: 2024-05-05, Time: 19:43:13, Temperature: 32, Humidity: 55
Date: 2024-05-05, Time: 19:43:23, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:43:34, Temperature: 32, Humidity: 54
Date: 2024-05-05, Time: 19:43:45, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 19:43:55, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 19:44:06, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:44:17, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:44:27, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:44:38, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:44:49, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:44:59, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:45:10, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:45:20, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:45:31, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:45:42, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:46:11, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:46:22, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:46:33, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 19:46:43, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 19:46:54, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 19:47:04, Temperature: 32, Humidity: 49
Date: 2024-05-05, Time: 19:47:15, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:47:26, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:47:36, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:47:47, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:47:58, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:48:08, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:48:19, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:48:29, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:48:40, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:48:51, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:49:01, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:49:12, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:49:23, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:49:34, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:52:37, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:52:47, Temperature: 32, Humidity: 47
Date: 2024-05-05, Time: 19:52:58, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:53:09, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:53:19, Temperature: 32, Humidity: 48
Date: 2024-05-05, Time: 19:53:31, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 19:53:43, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 19:53:54, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 19:54:04, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 19:54:15, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 19:54:26, Temperature: 32, Humidity: 50
Date: 2024-05-05, Time: 19:54:36, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:54:47, Temperature: 32, Humidity: 51
Date: 2024-05-05, Time: 19:54:58, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:55:08, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:55:22, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:55:33, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:55:43, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:55:54, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:56:05, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 19:56:15, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 19:56:26, Temperature: 32, Humidity: 53
Date: 2024-05-05, Time: 19:56:36, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:56:47, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:56:58, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:57:08, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:57:19, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:57:30, Temperature: 32, Humidity: 52
Date: 2024-05-05, Time: 19:59:12, Temperature: 31, Humidity: 50
Date: 2024-05-05, Time: 19:59:23, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 19:59:34, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 19:59:45, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 19:59:55, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 20:00:06, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 20:00:17, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 20:00:27, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 20:00:38, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 20:00:48, Temperature: 31, Humidity: 49
Date: 2024-05-05, Time: 20:00:59, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 20:01:10, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 20:01:21, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 20:01:31, Temperature: 31, Humidity: 48
Date: 2024-05-05, Time: 20:01:42, Temperature: 31, Humidity: 47
Date: 2024-05-05, Time: 20:01:52, Temperature: 31, Humidity: 47
Date: 2024-05-05, Time: 20:02:03, Temperature: 31, Humidity: 47
Date: 2024-05-05, Time: 20:02:14, Temperature: 31, Humidity: 47
Date: 2024-05-05, Time: 20:02:24, Temperature: 31, Humidity: 47
Date: 2024-05-05, Time: 20:02:35, Temperature: 31, Humidity: 46
Date: 2024-05-05, Time: 20:02:45, Temperature: 31, Humidity: 46
Date: 2024-05-05, Time: 20:02:57, Temperature: 31, Humidity: 46
Date: 2024-05-05, Time: 20:03:07, Temperature: 31, Humidity: 45
Date: 2024-05-05, Time: 20:03:47, Temperature: 31, Humidity: 45
Date: 2024-05-05, Time: 20:03:58, Temperature: 31, Humidity: 45
Date: 2024-05-05, Time: 20:04:08, Temperature: 31, Humidity: 44
Date: 2024-05-05, Time: 20:04:19, Temperature: 31, Humidity: 44
Date: 2024-05-05, Time: 20:04:30, Temperature: 31, Humidity: 44
Date: 2024-05-05, Time: 20:04:40, Temperature: 31, Humidity: 44
Date: 2024-05-05, Time: 20:04:51, Temperature: 31, Humidity: 44
Date: 2024-05-05, Time: 20:05:02, Temperature: 31, Humidity: 44
Date: 2024-05-05, Time: 20:05:12, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:05:23, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:05:34, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:05:44, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:05:55, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:06:06, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:06:16, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:06:27, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:07:18, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:07:29, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:07:40, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:07:50, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:08:01, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:08:12, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:08:22, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:08:33, Temperature: 31, Humidity: 43
Date: 2024-05-05, Time: 20:08:44, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 20:08:54, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 20:09:05, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 20:09:16, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 20:09:26, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 20:09:37, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 20:11:15, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 20:11:26, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 20:11:37, Temperature: 31, Humidity: 42
Date: 2024-05-05, Time: 20:11:47, Temperature: 31, Humidity: 42
